Amostragem;Ano;Mes;Grupo;Familia;Genero;Nome_cientifico;Especie;Engenho;Nome_engenho;Quantidade;Preco;Valor;Data_amostragem;Tipo_pesca;Regiao;Ilha;Nome_ilha;Concelho;Nome_concelho;Localidade;Nome_localidade;Tipo_embarcacao;Embarcacao;Nome_embarcacao;Porto_armamento;Nome_porto_armamento;Porto_desembarque;Nome_porto_desembarque;Numero_pescadores;Data_partida;Hora_partida;Data_chegada;Num_dias;Hora_chegada;Num_horas;Banco_pesca;Nome_banco_pesca;Profundidade_pesca_engenho1
98056;2024;11;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;361;100;36100;11/2/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;11/2/2024;00:00:00;11/2/2024;1;06:45:00;6;1262;PRAIA GRANDE                        ;20
98056;2024;11;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;7368;80;589440;11/2/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;11/2/2024;00:00:00;11/2/2024;1;06:45:00;6;1262;PRAIA GRANDE                        ;20
98055;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;5843;80;467440;10/31/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/31/2024;05:00:00;10/31/2024;1;15:25:00;10;1266;MORRE LESTE                         ;22
98054;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3913;80;313040;10/31/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/31/2024;05:30:00;10/31/2024;1;14:40:00;9;1267;CANALIM                             ;24
98053;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;157;150;23550;10/31/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3035;PONTA CACIMBA                       ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;16;10/31/2024;05:00:00;10/31/2024;1;14:30:00;9;2178;ILHEU RASO - SANTA LUZIA            ;26
98053;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3215;80;257200;10/31/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3035;PONTA CACIMBA                       ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;16;10/31/2024;05:00:00;10/31/2024;1;14:30:00;9;2178;ILHEU RASO - SANTA LUZIA            ;26
98052;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;4919;70;344330;10/30/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3601;TANIXA                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/30/2024;05:00:00;10/30/2024;1;12:23:00;7;2178;ILHEU RASO - SANTA LUZIA            ;24
98051;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2754;80;220320;10/30/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/30/2024;05:00:00;10/30/2024;1;16:56:00;11;1262;PRAIA GRANDE                        ;18
98050;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2586;80;206880;10/30/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/30/2024;04:30:00;10/30/2024;1;16:42:00;12;1266;MORRE LESTE                         ;20
98049;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1933;80;154640;10/28/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/28/2024;05:40:00;10/28/2024;1;14:45:00;9;1258;BAIA                                ;24
98048;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;22512;70;1575840;10/25/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3601;TANIXA                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;16;10/22/2024;05:30:00;10/25/2024;3;18:40:00;85;1925;BACHA                               ;18
98047;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;5185;80;414800;10/24/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/24/2024;04:00:00;10/24/2024;1;16:17:00;12;2178;ILHEU RASO - SANTA LUZIA            ;24
98046;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3250;80;260000;10/18/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/18/2024;05:00:00;10/18/2024;1;14:20:00;9;1262;PRAIA GRANDE                        ;16
98045;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;5316;80;425280;10/18/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/18/2024;05:30:00;10/18/2024;1;16:26:00;10;1267;CANALIM                             ;20
98044;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3891;80;311280;10/14/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;10/14/2024;05:00:00;10/14/2024;1;17:50:00;12;1308;CARRICAL                            ;22
98043;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2305;80;184400;10/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3407;TARRAFAL                            ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;21;10/9/2024;16:00:00;10/10/2024;1;06:00:00;14;1267;CANALIM                             ;26
98043;2024;10;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;526;100;52600;10/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;3407;TARRAFAL                            ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;21;10/9/2024;16:00:00;10/10/2024;1;06:00:00;14;1267;CANALIM                             ;26
98042;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;2565;80;205200;10/7/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/7/2024;05:00:00;10/7/2024;1;13:23:00;8;2170;TOPONA                              ;16
98041;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3117;80;249360;10/4/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/4/2024;05:00:00;10/4/2024;1;13:15:00;8;1262;PRAIA GRANDE                        ;16
98040;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;1642;70;114940;10/7/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;A;2658;TARRAFAL                            ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;18;10/7/2024;03:40:00;10/7/2024;1;11:30:00;7;2178;ILHEU RASO - SANTA LUZIA            ;24
98040;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3425;80;274000;10/7/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;A;2658;TARRAFAL                            ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;18;10/7/2024;03:40:00;10/7/2024;1;11:30:00;7;2178;ILHEU RASO - SANTA LUZIA            ;24
98039;2024;10;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3210;80;256800;10/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;10/10/2024;06:00:00;10/10/2024;1;13:00:00;7;2178;ILHEU RASO - SANTA LUZIA            ;24
98038;2024;9;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;4929;80;394320;9/14/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;9/14/2024;02:00:00;9/14/2024;1;16:20:00;14;1267;CANALIM                             ;22
98037;2024;9;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;11939;80;955120;9/21/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;82;BAIA PORTO NOVO                     ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;21;9/20/2024;04:00:00;9/21/2024;1;08:24:00;28;1899;ILHEU                               ;18
98036;2024;9;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;205;100;20500;9/21/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;9/21/2024;01:00:00;9/21/2024;1;10:36:00;9;1308;CARRICAL                            ;22
98036;2024;9;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;1261;80;100880;9/21/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;9/21/2024;01:00:00;9/21/2024;1;10:36:00;9;1308;CARRICAL                            ;22
98035;2024;9;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;7182;80;574560;9/14/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;9/14/2024;05:00:00;9/14/2024;1;18:24:00;13;1266;MORRE LESTE                         ;20
98034;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;3682;80;294560;8/30/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;8/28/2024;16:00:00;8/29/2024;1;21:30:00;29;1308;CARRICAL                            ;26
98034;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;EUTHYNNUS                           ;EUTHYNNUS ALLETERATUS               ;MERMA, PANQUIL OU TXAFAROTE         ;13;REDE DE CERCO                       ;1327;70;92890;8/30/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;8/28/2024;16:00:00;8/29/2024;1;21:30:00;29;1308;CARRICAL                            ;26
98033;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;EUTHYNNUS                           ;EUTHYNNUS ALLETERATUS               ;MERMA, PANQUIL OU TXAFAROTE         ;13;REDE DE CERCO                       ;1994;70;139580;8/29/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;20;LUTA DE PESCADOR                    ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;22;8/28/2024;06:00:00;8/29/2024;1;07:20:00;25;1838;FIURA                               ;22
98033;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;5570;80;445600;8/29/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;20;LUTA DE PESCADOR                    ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;22;8/28/2024;06:00:00;8/29/2024;1;07:20:00;25;1838;FIURA                               ;22
98033;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;3157;100;315700;8/29/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;20;LUTA DE PESCADOR                    ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;22;8/28/2024;06:00:00;8/29/2024;1;07:20:00;25;1838;FIURA                               ;22
98032;2024;8;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;TRACHURUS                           ;TRACHURUS SP                        ;CHARRO OU CHICHARRO DE ANGOLA       ;13;REDE DE CERCO                       ;320;100;32000;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;80;GAMBOA                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;8/23/2024;00:00:00;8/23/2024;1;06:00:00;6;1258;BAIA                                ;20
98031;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;9424;80;753920;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;20;LUTA DE PESCADOR                    ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;22;8/21/2024;05:30:00;8/23/2024;2;16:15:00;58;1838;FIURA                               ;22
98031;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;THUNNUS                             ;THUNNUS ALBACARES                   ;ALBACORA OU ATUM                    ;13;REDE DE CERCO                       ;2308;100;230800;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;20;LUTA DE PESCADOR                    ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;22;8/21/2024;05:30:00;8/23/2024;2;16:15:00;58;1838;FIURA                               ;22
98030;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;500;80;40000;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;8/23/2024;00:00:00;8/23/2024;1;06:36:00;6;2169;PONTA                               ;20
98029;2024;8;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;TRACHURUS                           ;TRACHURUS SP                        ;CHARRO OU CHICHARRO DE ANGOLA       ;13;REDE DE CERCO                       ;238;100;23800;8/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;80;GAMBOA                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;8/9/2024;23:00:00;8/10/2024;1;06:30:00;7;1258;BAIA                                ;14
98028;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;750;80;60000;8/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;8/10/2024;00:00:00;8/10/2024;1;06:30:00;6;1267;CANALIM                             ;24
98027;2024;8;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;CARANX                              ;CARANX CRYSOS                       ;BONITO                              ;13;REDE DE CERCO                       ;102;100;10200;8/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;8/8/2024;15:25:00;8/10/2024;2;08:15:00;40;1308;CARRICAL                            ;24
98027;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;AUXIS                               ;Auxis sp                            ;CACHORRINHA, JUDEU OU MELVA         ;13;REDE DE CERCO                       ;500;100;50000;8/10/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;8/8/2024;15:25:00;8/10/2024;2;08:15:00;40;1308;CARRICAL                            ;24
98026;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;EUTHYNNUS                           ;EUTHYNNUS ALLETERATUS               ;MERMA, PANQUIL OU TXAFAROTE         ;13;REDE DE CERCO                       ;340;70;23800;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;8/22/2024;23:00:00;8/23/2024;1;10:35:00;11;1267;CANALIM                             ;20
98026;2024;8;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6971;70;487970;8/23/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;14;8/22/2024;23:00:00;8/23/2024;1;10:35:00;11;1267;CANALIM                             ;20
98025;2024;7;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;TRACHURUS                           ;TRACHURUS SP                        ;CHARRO OU CHICHARRO DE ANGOLA       ;13;REDE DE CERCO                       ;1500;100;150000;7/31/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;7/29/2024;16:30:00;7/30/2024;1;06:00:00;13;1308;CARRICAL                            ;24
98024;2024;7;TUNIDEOS                            ;SCOMBRIDAE                          ;EUTHYNNUS                           ;EUTHYNNUS ALLETERATUS               ;MERMA, PANQUIL OU TXAFAROTE         ;13;REDE DE CERCO                       ;3178;70;222460;7/28/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;7/27/2024;16:00:00;7/28/2024;1;14:10:00;22;1308;CARRICAL                            ;26
98024;2024;7;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;10002;80;800160;7/28/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;35;PONTA LESTE                         ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;7/27/2024;16:00:00;7/28/2024;1;14:10:00;22;1308;CARRICAL                            ;26
98023;2024;7;PEQUENOS PELAGICOS                  ;CARANGIDAE                          ;TRACHURUS                           ;TRACHURUS SP                        ;CHARRO OU CHICHARRO DE ANGOLA       ;13;REDE DE CERCO                       ;350;100;35000;7/27/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;80;GAMBOA                              ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;10;7/26/2024;00:00:00;7/27/2024;1;06:00:00;30;1258;BAIA                                ;20
98022;2024;7;TUNIDEOS                            ;SCOMBRIDAE                          ;KATSUWONUS                          ;KATSUWONUS PELAMIS                  ;GAIADO OU ATUNZINHO                 ;13;REDE DE CERCO                       ;6512;80;520960;7/27/2024;INDUSTRIAL          ;B;3;S. NICOLAU                          ;7;TARRAFAL S. NICOLAU                 ;17;TARRAFAL SN                         ;I;29;ALIANCA                             ;274;TARRAFAL DE SAO NICOLAU             ;274;TARRAFAL DE SAO NICOLAU             ;12;7/26/2024;16:30:00;7/27/2024;1;13:15:00;20;1308;CARRICAL                            ;30
